Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
7	Y. Wang	DRL-Based URLLC-Constraint and Energy-Efficient Task Offloading for Internet of Health Things	2024	IEEE Journal of Biomedical and Health Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165918639&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85165918639&origin=inward	176	11/28/2024 19:10	Article	10.1109/JBHI.2023.3297525	2168-2194	https://api.elsevier.com/content/abstract/scopus_id/85165918639	28	6	3305	3316	7	7	7	1	1			
7	J. Feng	A Hybrid Chaotic Encryption ASIC With Dynamic Precision for Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163424591&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163424591&origin=inward	177	11/28/2024 19:10	Article	10.1109/JIOT.2023.3288560	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85163424591	11	1	1148	1163	7	7	7	1	1			
7	V. Choudhary	Evaluation of contemporary intrusion detection systems for internet of things environment	2024	Multimedia Tools and Applications		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161420301&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85161420301&origin=inward	178	11/28/2024 19:10	Article	10.1007/s11042-023-15918-5	1380-7501	https://api.elsevier.com/content/abstract/scopus_id/85161420301	83	3	7541	7581	7	7	7	1	1			
7	R. Vatambeti	Securing the medical data using enhanced privacy preserving based blockchain technology in Internet of Things	2024	Cluster Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160855239&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160855239&origin=inward	179	11/28/2024 19:10	Article	10.1007/s10586-023-04056-0	1386-7857	https://api.elsevier.com/content/abstract/scopus_id/85160855239	27	2	1625	1637	7	7	7	1	1			
7	M. Nematollahi	Task and resource allocation in the internet of things based on an improved version of the moth-flame optimization algorithm	2024	Cluster Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160849772&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160849772&origin=inward	180	11/28/2024 19:10	Article	10.1007/s10586-023-04041-7	1386-7857	https://api.elsevier.com/content/abstract/scopus_id/85160849772	27	2	1775	1797	7	7	7	1	1			
6	C.H. Nemade	ECFL-IoVT: Emergency Communications using Fuzzy Logic for Internet of Vehicle Things	2024	Engineered Science		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194714608&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194714608&origin=inward	181	11/28/2024 19:10	Article	10.30919/es1056	2576-988X	https://api.elsevier.com/content/abstract/scopus_id/85194714608	28				6	6	6	1	1			
6	K. Singh	Internet of Things (IoT)- Based Technologies for Reliability Evaluation with Artificial Intelligence (AI)	2024	AI and IoT Technology and Applications for Smart Healthcare Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192609473&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192609473&origin=inward	182	11/28/2024 19:10	Book Chapter	10.1201/9781032686745-23		https://api.elsevier.com/content/abstract/scopus_id/85192609473			387	395	6	6	6	1	1			
6	P. Tang	Application of Internet-of-Things Wireless Communication Technology in Agricultural Irrigation Management: A Review	2024	Sustainability (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192564304&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192564304&origin=inward	183	11/28/2024 19:10	Review	10.3390/su16093575	2071-1050	https://api.elsevier.com/content/abstract/scopus_id/85192564304	16	9			6	6	6	1	1			
6	G. del Campo	Virtual Reality and Internet of Things Based Digital Twin for Smart City Cross-Domain Interoperability	2024	Applied Sciences (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192518993&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192518993&origin=inward	184	11/28/2024 19:10	Article	10.3390/app14072747	2076-3417	https://api.elsevier.com/content/abstract/scopus_id/85192518993	14	7			6	6	6	1	1			
6	H. Li	Survey: federated learning data security and privacy-preserving in edge-Internet of Things	2024	Artificial Intelligence Review		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191806569&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85191806569&origin=inward	185	11/28/2024 19:10	Article	10.1007/s10462-024-10774-7	0269-2821	https://api.elsevier.com/content/abstract/scopus_id/85191806569	57	5			6	6	6	1	1			
6	C. Qi	Key Issues in Wireless Transmission for NTN-Assisted Internet of Things	2024	IEEE Internet of Things Magazine		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190485438&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190485438&origin=inward	186	11/28/2024 19:10	Article	10.1109/IOTM.001.2300206	2576-3180	https://api.elsevier.com/content/abstract/scopus_id/85190485438	7	1	40	46	6	6	6	1	1			
6	K. Hassini	An end-to-end learning approach for enhancing intrusion detection in Industrial-Internet of Things	2024	Knowledge-Based Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0950705124004192	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190351178&origin=inward	187	11/28/2024 19:10	Article	10.1016/j.knosys.2024.111785	0950-7051	https://api.elsevier.com/content/abstract/scopus_id/85190351178	294				6	6	6	1	1			
6	K. Rogdakis	Hybrid chips to enable a sustainable internet of things technology: opportunities and challenges	2024	Discover Materials		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190134941&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190134941&origin=inward	188	11/28/2024 19:10	Article	10.1007/s43939-024-00074-w	2730-7727	https://api.elsevier.com/content/abstract/scopus_id/85190134941	4	1			6	6	6	1	1			
6	A.A. Almazroi	Deep learning hybridization for improved malware detection in smart Internet of Things	2024	Scientific Reports		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189918564&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189918564&origin=inward	189	11/28/2024 19:10	Article	10.1038/s41598-024-57864-8	2045-2322	https://api.elsevier.com/content/abstract/scopus_id/85189918564	14	1			6	6	6	1	1			
6	T. Si	Homogeneous and Heterogeneous Optimization for Unsupervised Cross-Modality Person Reidentification in Visual Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189676035&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189676035&origin=inward	190	11/28/2024 19:10	Article	10.1109/JIOT.2023.3332077	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85189676035	11	7	12165	12176	6	6	6	1	1			
6	J. Li	A Dual-Scale Transformer-Based Remaining Useful Life Prediction Model in Industrial Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188459865&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188459865&origin=inward	191	11/28/2024 19:10	Article	10.1109/JIOT.2024.3376706	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85188459865	11	16	26656	26667	6	6	6	1	1			
6	Y.A. Abid	Multilevel Deep Neural Network Approach for Enhanced Distributed Denial-of-Service Attack Detection and Classification in Software-Defined Internet of Things Networks	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187996336&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187996336&origin=inward	192	11/28/2024 19:10	Article	10.1109/JIOT.2024.3376578	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85187996336	11	14	24715	24725	6	6	6	1	1			
6	L. Vignati	Is Music in the Air? Evaluating 4G and 5G Support for the Internet of Musical Things	2024	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187393257&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187393257&origin=inward	193	11/28/2024 19:10	Article	10.1109/ACCESS.2024.3374641	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85187393257	12		38081	38101	6	6	6	1	1			
6	Y. Han	An Enhanced Multifactor Authentication and Key Agreement Protocol in Industrial Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187281862&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187281862&origin=inward	194	11/28/2024 19:10	Article	10.1109/JIOT.2024.3355228	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85187281862	11	9	16243	16254	6	6	6	1	1			
6	S. Ahmed	The Internet of Batteryless Things	2024	Communications of the ACM		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186433784&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186433784&origin=inward	195	11/28/2024 19:10	Article	10.1145/3624718	0001-0782	https://api.elsevier.com/content/abstract/scopus_id/85186433784	67	3	64	73	6	6	6	1	1			
6	K.K. Baseer	Healthcare diagnostics with an adaptive deep learning model integrated with the Internet of medical Things (IoMT) for predicting heart disease	2024	Biomedical Signal Processing and Control		https://api.elsevier.com/content/article/eid/1-s2.0-S1746809424000466	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85185391601&origin=inward	196	11/28/2024 19:10	Article	10.1016/j.bspc.2024.105988	1746-8094	https://api.elsevier.com/content/abstract/scopus_id/85185391601	92				6	6	6	1	1			
6	X. He	"System Theory Study on Situation Awareness of Energy Internet of Things Based on Digital Twins and Metaverse (I): Concept, Challenge, and Framework"	2024	Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184659416&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85184659416&origin=inward	197	11/28/2024 19:10	Article	10.13334/j.0258-8013.pcsee.222413	0258-8013	https://api.elsevier.com/content/abstract/scopus_id/85184659416	44	2	547	560	6	6	6	1	1			
6	M. Elsisi	Robust Indoor Positioning of Automated Guided Vehicles in Internet of Things Networks With Deep Convolution Neural Network Considering Adversarial Attacks	2024	IEEE Transactions on Vehicular Technology		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183964741&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183964741&origin=inward	198	11/28/2024 19:10	Article	10.1109/TVT.2024.3357780	0018-9545	https://api.elsevier.com/content/abstract/scopus_id/85183964741	73	6	7748	7757	6	6	6	1	1			
6	X. Li	Research on key technologies of high energy efficiency and low power consumption of new data acquisition equipment of power Internet of Things based on artificial intelligence	2024	International Journal of Thermofluids		https://api.elsevier.com/content/article/eid/1-s2.0-S266620272400017X	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183455162&origin=inward	199	11/28/2024 19:10	Article	10.1016/j.ijft.2024.100575	2666-2027	https://api.elsevier.com/content/abstract/scopus_id/85183455162	21				6	6	6	1	1			
6	R. Somula	SWARAM: Osprey Optimization Algorithm-Based Energy-Efficient Cluster Head Selection for Wireless Sensor Network-Based Internet of Things	2024	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183249563&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183249563&origin=inward	200	11/28/2024 19:10	Article	10.3390/s24020521	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85183249563	24	2			6	6	6	1	1			
187	X. Dai	Task Co-Offloading for D2D-Assisted Mobile Edge Computing in Industrial Internet of Things	2023	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126558333&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126558333&origin=inward	1	11/28/2024 19:11	Article	10.1109/TII.2022.3158974	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85126558333	19	1	480	490	187	187	187	1	1			
180	A. Rejeb	The Internet of Things (IoT) in healthcare: Taking stock and moving forward	2023	Internet of Things (Netherlands)		https://api.elsevier.com/content/article/eid/1-s2.0-S2542660523000446	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148352978&origin=inward	2	11/28/2024 19:11	Review	10.1016/j.iot.2023.100721	2542-6605	https://api.elsevier.com/content/abstract/scopus_id/85148352978	22				180	180	180	1	1			
167	Y. Yang	Triboelectric Nanogenerator Enabled Wearable Sensors and Electronics for Sustainable Internet of Things Integrated Green Earth	2023	Advanced Energy Materials		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142222855&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142222855&origin=inward	3	11/28/2024 19:11	Review	10.1002/aenm.202203040	1614-6832	https://api.elsevier.com/content/abstract/scopus_id/85142222855	13	1			167	167	167	1	1			
153	M. Soori	"Internet of things for smart factories in industry 4.0, a review"	2023	Internet of Things and Cyber-Physical Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S2667345223000275	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153947612&origin=inward	4	11/28/2024 19:11	Review	10.1016/j.iotcps.2023.04.006	2667-3452	https://api.elsevier.com/content/abstract/scopus_id/85153947612	3		192	204	153	153	153	1	1			
148	J. Li	"Methods and applications for Artificial Intelligence, Big Data, Internet of Things, and Blockchain in smart energy management"	2023	Energy and AI		https://api.elsevier.com/content/article/eid/1-s2.0-S2666546822000544	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139594016&origin=inward	5	11/28/2024 19:11	Review	10.1016/j.egyai.2022.100208	2666-5468	https://api.elsevier.com/content/abstract/scopus_id/85139594016	11				148	148	148	1	1			
140	X. Cao	Multidiscipline Applications of Triboelectric Nanogenerators for the Intelligent Era of Internet of Things	2023	Nano-Micro Letters		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144556292&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85144556292&origin=inward	6	11/28/2024 19:11	Review	10.1007/s40820-022-00981-8	2311-6706	https://api.elsevier.com/content/abstract/scopus_id/85144556292	15	1			140	140	140	1	1			
133	W. Issa	Blockchain-Based Federated Learning for Securing Internet of Things: A Comprehensive Survey	2023	ACM Computing Surveys		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147842952&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147842952&origin=inward	7	11/28/2024 19:11	Article	10.1145/3560816	0360-0300	https://api.elsevier.com/content/abstract/scopus_id/85147842952	55	9			133	133	133	1	1			
133	I.H. Sarker	"Internet of Things (IoT) Security Intelligence: A Comprehensive Overview, Machine Learning Solutions and Research Directions"	2023	Mobile Networks and Applications		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126093386&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126093386&origin=inward	8	11/28/2024 19:11	Article	10.1007/s11036-022-01937-3	1383-469X	https://api.elsevier.com/content/abstract/scopus_id/85126093386	28	1	296	312	133	133	133	1	1			
117	A. Hazra	"Fog computing for next-generation Internet of Things: Fundamental, state-of-the-art and research challenges"	2023	Computer Science Review		https://api.elsevier.com/content/article/eid/1-s2.0-S1574013723000163	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149167812&origin=inward	9	11/28/2024 19:11	Review	10.1016/j.cosrev.2023.100549	1574-0137	https://api.elsevier.com/content/abstract/scopus_id/85149167812	48				117	117	117	1	1			
117	A.K. Tyagi	Blockchain—Internet of Things Applications: Opportunities and Challenges for Industry 4.0 and Society 5.0	2023	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146491594&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146491594&origin=inward	10	11/28/2024 19:11	Article	10.3390/s23020947	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85146491594	23	2			117	117	117	1	1			
